id,fen,move,rating
00Aq4,2k1r3/pppn1pp1/3b2b1/3B2Pp/5P2/3P3P/PPPR4/2K3NR b - - 0 18,e8e1,1592
01JaZ,2k2b1r/ppp2qp1/4rp1p/8/1n6/2NQ1N1P/PPP2PP1/R3R1K1 w - - 0 19,d3f5,1592
03QrH,2QK4/8/p7/5b1p/6kP/P2pB3/5P2/8 b - - 6 45,f5c8,1592
05Ake,1k4r1/ppp2q2/2n5/7p/3PR3/2PB4/PP1Q3P/RN5K b - - 1 24,f7f3,1592
00H1C,r3r3/1kpR1qpp/p1n2p2/Qp2P2P/1N6/4Pb2/PPP3P1/2K2R2 w - - 0 22,a5c7,1593
01qSx,r1bq4/pp4k1/7p/3Qp1p1/5rn1/1B6/PPPN1PPP/R4RK1 b - - 0 18,d8d5,1593
00Wqc,4k3/5p2/3P4/p5p1/6Pp/1P2K2n/P7/2B5 b - - 0 33,h3f4,1594
00wUm,5rk1/pR1Q1ppp/4N3/3p1n2/8/7P/q4rP1/4R1K1 w - - 0 28,d7f7,1594
04sEF,3rqrk1/3R1pp1/2p4p/2P1p2Q/3nP3/6PB/5PKP/3R4 w - - 1 32,d7d8,1594
00xHQ,1r4k1/5p1p/3R2p1/1qN5/1r1Qp3/7P/5PPK/8 w - - 0 35,d6d8,1595
04jW4,8/pp1knR1Q/8/8/2q1n3/8/PPP1N3/3K4 b - - 3 35,c4d5,1595
00WqT,r4r2/1ppb1p2/p2p2p1/5P1k/4P3/2PBB1R1/PKP2P1q/8 w - - 4 26,d3e2,1596
02HYo,2rr2k1/pp3ppp/2n5/3p4/QP1N4/P3P3/1q3PPP/2R2RK1 b - - 1 20,c6d4,1596
03G2B,r1b3k1/ppp3pp/2p5/b3pr2/7q/2NP2QP/PPP2PP1/R1B2RK1 b - - 0 14,h4g3,1596
02gM8,4k1r1/8/p7/2pP2b1/P5p1/7p/2BNr1PP/R3R2K b - - 0 34,h3g2,1597
04Xg1,r4rk1/p3qp2/1p4pp/3R1b2/8/3Q2P1/P1B2PP1/3R2K1 w - - 1 26,d5f5,1597
01Xxx,6rk/pp2PQp1/2p4p/8/4b2b/6qP/PP3Rn1/4B1K1 w - - 0 28,f7g8,1598
043tp,r1b2r2/1pq2p2/p1p2k2/8/3b4/3B2P1/PPPQ2KP/4R3 w - - 1 23,d2h6,1598
011o8,2r5/1p5k/p2q2pb/3p1bQn/3B4/P1NP1N1P/1P6/K3R3 w - - 0 33,e1e7,1600
01AHi,7r/k2q1ppp/p2pbn2/N1p1N3/P1Q1P3/2PPP3/6PP/Rr4K1 w - - 0 20,a1b1,1600
04PvN,r1b1kb1r/q4p2/2p1pP1p/4P2P/1BB5/p7/2K1Q3/RR6 w kq - 3 33,a1a3,1600
02ZFk,3Q4/6k1/8/2P5/1n5P/5q2/5P2/6K1 w - - 2 51,d8d4,1601
03COV,r4rk1/p2b1pp1/3bp2p/3pq3/2pN4/P1P1B1P1/1P1Q1P1P/R4RK1 w - - 0 20,e3f4,1601
04vr5,rn1q1rk1/5ppp/b1pbp3/p7/2pPB3/5N2/PP3PPP/R1BQR1K1 w kq - 0 12,e4h7,1601
00bFH,4r1k1/1q3ppp/3B1n2/p2P4/8/PQ5P/5PPN/1R4K1 b - - 0 27,e8e1,1602
01xyH,4k1r1/p4p2/1pb1pB2/2b4p/4P2P/1P1r2P1/P4PB1/RN3RK1 b - - 1 17,d3g3,1603
02GAF,7k/R7/8/1p4KP/p4p2/1r3P2/8/8 w - - 6 43,g5g6,1603
02PWu,5r1k/6p1/2p4p/p2pR1q1/P2B1n2/1rP2PQ1/6PP/3R2K1 b - - 0 34,g5e5,1604
03C5N,2r3k1/1p4pp/p3b3/4p3/1P6/3K2P1/3QB2P/q2R3R b - - 3 25,a1d4,1604
03E2z,8/8/6p1/3kP3/8/4K3/8/8 b - - 1 56,d5e5,1604
03uPF,r1b1k2r/1p3ppp/p1p1pq2/4b2Q/1P6/P1NB4/5PPP/2R2RK1 w kq - 1 17,c3e4,1604
04rwT,r2r3k/1p3p1p/p2p4/2p1N2q/2P1Ppb1/2P5/PPQB1RP1/5RK1 b - - 2 27,d6e5,1604
007ku,r1bq3Q/1np3p1/p5k1/1p1Pp3/1Pn2BP1/2b2P2/P3K3/R4N2 w - - 5 35,h8h5,1605
01d2J,r3r1k1/pp5p/2pq2p1/3nNQ1b/3P4/4pP1P/PP2P1B1/1K1R3R w - - 0 19,f5f7,1605
01sqg,4rr1k/pp4pp/2p1B3/2bnpP1q/8/2NP1R2/PPPB2QP/4K3 w - - 6 20,f3h3,1605
03S7l,1R5R/3kp1rp/3p4/3P1P2/2n1P3/2r5/5N2/1K6 w - - 5 44,b8b7,1605
04OCu,3rr1k1/ppp2ppp/1n6/8/q3p2P/PQ5R/1P2BPP1/4RK2 w - - 2 20,b3a4,1605
04OYD,r1b1k2r/pppn3p/3bpqN1/3p1p2/3P4/P3P1P1/1PPNBPP1/R2QK2R b KQkq - 4 11,h7g6,1605
01TMP,r4rk1/pp2qpp1/2n1b2p/8/3PR3/2P2NP1/PPQ2PP1/2K4R w kq - 0 16,d4d5,1606
02ZlS,2k3r1/pp1b1p2/2pp1q2/8/2BpP2P/2Q2nb1/PPP5/2K2R1R w - - 0 23,c3f3,1606
04K8u,1r2n1k1/4P1p1/p2NR2p/1pp5/8/1P4P1/P1P3P1/6K1 b - - 1 33,b8b6,1606
051H4,r4rk1/2p1qpp1/4bn1p/1p2N3/1p1P4/1P3Q1P/1PP3P1/R3R1K1 w - - 1 18,a1a8,1606
00EEp,3k2q1/p2p3p/1p1P4/2p5/2P2Q1K/8/P5b1/5R2 w - - 2 36,f4f8,1607
00GVf,5k2/3b2q1/pn4p1/1rp2p2/8/8/1P2Q1P1/1K2R2R w - - 3 32,h1h8,1607
00VQ7,r2q1r1k/pppn2pp/2n1B3/6B1/8/2N2Q2/PPP3PP/2KR1R2 b - - 1 15,d8g5,1607
02nli,r2q2rk/pp1n2np/2p5/3pPp2/3P1Q1N/8/PPP2PPP/R4RK1 w - - 2 18,h4g6,1607
00YMX,r5k1/1p2pp2/p2p3B/3P1P2/2P1P1Q1/3p4/Pq6/R4K2 b - - 0 29,g8h7,1608
02IyU,2b1B1k1/pp6/2n2r2/2NR4/2p3P1/2P1p2P/PP6/2K5 b - - 0 31,f6f1,1608
01OFy,r4r1k/pppbq1pp/1b3p2/3Bp2R/3P4/2P3P1/PP3P1P/R1BQ2K1 w - - 0 16,h5h7,1609
01VXI,r3rk2/ppp1n1pQ/6P1/4p1P1/4Ppq1/1PP5/P4P2/RNB1K3 w Q - 0 20,h7h8,1609
01dsW,2R2b2/5k1p/6p1/3p1p2/1r1Bp3/4P1P1/5PKP/8 w - - 1 36,c8f8,1609
004BW,r1bk2r1/ppq2NQp/3bpn2/1Bpn4/5P2/1P6/PBPP2PP/RN2K2R b KQ - 3 13,d8e7,1610
00qMd,6kb/3q1p1p/1p1p1PpB/p2P4/2Pp4/4r1Q1/1P4PP/5RK1 w - - 2 26,h6e3,1610
04HJt,rnbq3r/ppp2k1p/3b2p1/3p3Q/4n3/3B4/PPPP1PPP/RNB1K2R w KQ - 1 7,h5d5,1610
02UDX,6r1/2p2p1k/1p2nr1p/pPb1p2Q/P1P1P3/3P2PP/R4PK1/6R1 b - - 3 30,e6f4,1611
04L6t,r3q1k1/5p1p/2N3p1/1Q3p2/4n3/4P3/P4PPP/3R2K1 b - - 0 27,e4c3,1611
013Jo,rnb2rk1/ppp3pp/3bpq2/4N3/2BPQB2/8/PPP2PPP/R3K2R b KQ - 2 12,f6f4,1612
01bxA,5r1k/p5pp/8/6N1/2Q5/8/Pq3P1P/1b3RK1 w - - 3 30,g5f7,1612
04MIR,2b3k1/6b1/3p1RQ1/p2P4/PpB5/1P2q3/6P1/5K2 b - - 10 60,e3c1,1612
00D7x,rnq3r1/pp3pbk/3p1n2/2pPpPQ1/2P1P3/2N2NP1/PP4KP/R4R2 w - - 2 18,g5h4,1613
01273,8/p1B4p/1p3pk1/6p1/3PQ1P1/2P1nP1K/P3q2P/8 b - - 9 36,g6h6,1613
027fT,r3r1k1/4bppp/3pp1n1/1p6/3P4/2P2q1P/1PB2P1B/R3RQK1 w - - 0 25,c2e4,1613
03gJT,3r4/p3k3/6p1/4Pp2/1P2n3/P2p2P1/3B1K2/4R3 w - - 1 49,e1e4,1613
0133E,7r/6p1/1pp5/p3N1k1/2P3p1/6KP/8/7R b - - 0 35,h8h3,1614
03CF0,r2qr1k1/p1p1bpBp/2pp1n2/8/4P1bP/6Q1/PPP2PP1/RN2K2R w KQ - 1 12,g7f6,1614
002uV,r2r2k1/1p2qppp/2n1p3/5Q2/p2P4/P4N2/BP3PPP/2R1R1K1 b - - 4 20,e6f5,1615
03NZY,2kr3r/1pp1B1pn/p2q4/4pp1p/3n4/3P1B1P/PPP1NPP1/R2QR1K1 b - - 4 20,d4f3,1615
04blg,8/5R2/2r2p2/p3pP2/4Pk1p/3K1Pb1/6B1/8 w - - 0 50,f7g7,1615
051sj,6R1/p4p1p/2p3pk/3p1q2/P2b4/6Q1/5PPP/5K2 b - - 7 32,f5b1,1615
052IQ,5k2/4pp2/8/1P1P4/4P2n/6p1/4Nr2/3RK3 b - - 2 47,h4f3,1615
009zR,3Q4/p1p2ppp/4k3/8/5P2/4P3/Prqn2PP/3R1RK1 b - - 3 22,d2f3,1616
02BFR,r3b1k1/1p5p/p1pp2q1/2P2p2/1P1BpP1b/PQ2P1PP/3P2K1/R4R2 b - - 3 25,e8f7,1616
04l5y,8/3r4/8/1N5K/2npk1P1/7P/8/R7 b - - 0 46,d7d5,1616
056fq,r3qrk1/pb1nbpp1/1p2p3/3pP2Q/2p2B1P/2P1PN2/PP3PP1/R3K2R w KQ - 3 15,f3g5,1616
01Cdm,3b2rk/p3q2p/1r3p1P/2p1RP2/2P4Q/1P1P4/P5P1/B4RK1 b - - 0 33,f6e5,1617
04A8a,5r2/1bb5/4pk2/1P1p1p1B/2pP3q/2P3NP/3Q1P2/7K w - - 3 35,d2h6,1617
00HzX,4r1k1/5pp1/7R/1p6/8/1PP3QP/2q2PP1/6K1 b - - 0 29,c2c1,1618
01cpv,r2q1rk1/ppp1bppp/3p2b1/8/2Ppn1PN/P2P3P/1P2BP2/RN1Q1RK1 w - - 1 12,h4g6,1618
03eIH,3rr1k1/p4pp1/1p5p/2pB4/6n1/2N5/PPP1bPPP/R2R2K1 w - - 8 20,c3e2,1618
00iLe,r1b1r1k1/pp1n1pb1/3p1q1p/2pP2p1/2P1B2P/4PNB1/PPQ2PP1/2KR3R b - - 1 15,e8e4,1619
03G75,8/p3p1k1/1p1p2r1/5Qb1/1P6/2P1P1Pp/q2BKR1P/8 w - - 0 33,f5f8,1619
00l7Y,r1bq4/p3p1bk/2p3p1/3pn2p/8/2NB3P/PPPBQ1P1/5RK1 w - - 1 17,e2h5,1620
01hEk,4r2r/p1p2kp1/2p2p2/2Qb4/8/2B3Nq/PPP2R1P/5RK1 b - - 10 30,h3g3,1620
02Nc2,r4rk1/1p1nb1pp/1p2pp2/3p3b/3P1N2/P3P1B1/1P3PPP/R3KB1R b KQ - 3 15,e7b4,1620
015JI,4r3/pp3kp1/5q2/3P3R/2Q5/2b3PP/P4P1K/3R4 b - - 1 34,f6f2,1621
021Dc,r2q1rk1/pbp2pb1/1p1pp1p1/n5n1/3BP3/P1NP3Q/BPP2PP1/R3K2R w KQ - 2 14,h3h8,1621
04eNS,r1bqk2r/pp1p1pb1/4p3/6B1/3Q2n1/6Pp/PPP2P2/RN3RK1 w kq - 0 14,d4g7,1622
003UW,8/6pk/7p/2pq4/3p4/5PP1/P3QK1P/8 w - - 1 40,e2e4,1623
00a98,4r1k1/p4p2/1p3q1p/1P6/3B2p1/P5P1/Q1P2PKP/4R3 b - - 0 32,f6f3,1623
02ViO,6k1/pbp2r1p/2p4P/3p4/4PN1R/4QKP1/q7/8 w - - 0 30,h4g4,1624
04BEo,1rq2r1k/p3p1bp/6p1/3NP3/2BP4/8/PPQ1K2P/6RR b - - 0 25,b8b2,1624
0562B,1qr2bk1/5p1p/b5p1/1NP1p3/P1Q5/7P/5PP1/3R2K1 w - - 0 30,d1d7,1624
00t8q,r4rk1/1pp2pbp/1qn1bnp1/4p3/4P3/1NP2PB1/PQ4PP/1KNR1B1R w - - 0 17,g3f2,1625
017Vq,5q1k/pr4pp/2p4B/4Q3/7P/2P5/P1PK4/4R3 b - - 5 30,b7d7,1625
02HkX,r2qk2r/1p1nbpp1/p2p4/4p2p/4P1b1/2NQ1nP1/PPP1NPB1/R1B2R1K w kq - 1 15,g2f3,1625
04E2x,8/p4p1k/b4qpp/p7/4QP2/P3P2P/1r4P1/2R1R1K1 b - - 0 24,a6b7,1625
004d8,8/4kr2/R2p4/1p1Pp3/5pp1/3K1P2/PPP5/8 w - - 0 39,a6a7,1626
00QqI,r6r/pQ2nkpp/4b3/2p1q3/4N3/8/PP1B1PPP/R4RK1 b - - 1 15,e6d5,1626
016pD,5rk1/2Q2ppp/8/p3P1q1/3N4/P6r/4KP2/2R1R3 b - - 0 33,g5g4,1626
03Rui,2r3k1/pq1r1pbp/6p1/1P3n2/1BB5/PQ3P1P/5P2/2R1R1K1 b - - 1 25,f5d4,1627
04vB5,7k/ppp3p1/1bn3Qp/8/1q2B3/2NP2PP/PPP4K/5r2 w - - 6 20,g6h7,1627
054WZ,rnbr2k1/pp3Nbp/2p3p1/8/2P1n3/2N1P2P/PP2BPP1/R1B2RK1 b - - 1 12,e4c3,1628
00LO6,2r3k1/3q1pp1/1rp5/3R2Np/1p1N3n/1Q2P3/5PP1/2R3K1 b - - 0 33,c6d5,1629
00oXF,3r1rk1/1p3p1p/p1q3p1/4Pb1P/2p2P2/P5R1/2Q1B1P1/3R2K1 w - - 1 25,c2f5,1629
00rEz,r1bqk2r/ppp2ppp/3p4/4p3/2PBP2b/5Pn1/PP4PP/RN1QKB1R w KQkq - 0 9,h2g3,1629
034NC,r1b2rk1/pp3ppp/4pn2/3p4/PP1Q4/2P1P1P1/3NqPBP/R4RK1 b - - 1 14,e6e5,1629
03bLU,r1b2rk1/pp1n1p2/5P2/1Pb1q1BQ/8/7P/5PP1/R4RK1 w - - 0 23,h5h6,1629
00In2,8/b2r1p1k/5Qp1/1p5p/4p3/1q5P/5PP1/2B2RK1 w - - 13 38,c1b2,1630
03XcQ,2r3k1/ppr2pp1/7p/3p2q1/2nN4/PPR1P2P/2Q2PP1/2R3K1 b - - 10 26,c4e3,1630
03gwN,4k2r/3p1ppp/rqn1p3/p1b5/3NP3/2N1P2P/PP4P1/R2Q1RK1 w k - 1 13,c3a4,1630
04Dbs,r4rk1/p4p1p/1p2p1p1/8/2Pb4/q4P2/3B1P1P/1R1QR1K1 w - - 0 18,d2b4,1630
00pER,r2q1r1k/4N1bp/p2p2p1/2p3N1/Pp4P1/1Q5P/1P1n1P2/5RK1 w - - 0 21,b3g8,1631
00uKb,6k1/p4rp1/8/2p1Bq1p/2P1b3/2P3QP/P5PK/4R3 b - - 0 30,h5h4,1631
03zSt,r4r1k/1pq1p2n/2p3Q1/p2pNb2/P2P3R/1PP1P2P/6P1/R5K1 w - - 4 24,h4h7,1631
00j1r,8/2r1b3/1pk5/6P1/5q2/3R4/Q1P1K3/8 w - - 4 37,a2d5,1632
01PrL,r7/ppp1kp2/4n2r/4P1p1/6P1/2q1B2Q/P6P/5RK1 w - - 0 30,e3g5,1632
03Sew,2r2rk1/1p1q2bp/5np1/p2bNp2/P4P1P/2P3P1/1P4QK/R1B1RB2 b - - 3 27,f6g4,1632
02cXW,r3k1r1/pp2p3/6b1/3Pp3/N3n2p/8/PPB3PP/1R2R1K1 b q - 0 27,e4d2,1633
02dlW,3r1rk1/p4p1p/4nQp1/3pp1P1/1P5P/2N1P3/2PK1Pq1/1R5R w - - 0 22,b1g1,1633
00LII,2k4r/pp6/3p4/2pBb3/4P2B/2P2bp1/PP4R1/R5K1 b - - 1 32,h8h4,1634
01ILK,8/8/2p2kp1/ppn4p/1P1pq2P/P5P1/2P3K1/4QB2 w - - 2 49,e1e4,1634
01bS3,3r1rk1/2p2ppp/N1n1p1bq/1p5n/3P4/P1B2P2/1P2B1PP/2RQR2K b - - 6 20,h5g3,1634
02AXB,7k/2pr4/4N1p1/1p5p/8/2P1Q1K1/2q3PP/8 w - - 10 41,e3h6,1634
04Hkj,3rb1k1/R5p1/4n2p/1p3p2/1Pp5/q3PBP1/5P1P/3R2K1 w - - 2 24,a7a3,1634
006E1,5rk1/R4pp1/1p5p/3Q4/1PPp2q1/3P2P1/5P2/4K3 b - - 0 34,f8e8,1635
01Fbm,4r1k1/4rp1p/p2p2pP/1pqP2P1/3b1B2/PP6/2PQ1R2/1K3R2 w - - 0 29,f4d6,1635
036Ga,7r/1p2Rpk1/pP1p2p1/P2P4/3r4/2p5/2P5/2K2R2 w - - 3 38,e7f7,1635
03L37,r4rn1/2pbq1k1/p1n1pN2/1p1pP1p1/3P2P1/2N5/PPP2P2/R3KB1R w KQ - 0 17,h1h7,1636
03xyI,5k1b/4p3/p2p3p/2pPN3/b3nN1P/5q2/7K/6R1 w - - 1 37,f4e6,1636
04Fg4,8/3P1k2/8/3R2p1/1K2Pp2/8/8/3r4 b - - 1 56,d1d5,1636
04OhD,r3r1k1/pp1nqppp/2p1b3/3p4/3PN2N/3BP2P/PPQ2PP1/R4RK1 b - - 11 15,d5e4,1636
04c7g,r4k2/pp4r1/3bQp1p/8/8/2q5/P4RPP/4R1K1 w - - 0 26,f2f6,1636
00ME0,8/1p6/p1b5/4k2p/1PB1p2P/P3P1K1/8/8 w - - 2 35,c4f7,1637
016F4,1k1R3r/1p6/2b5/2p2p2/1bP5/1P3N1p/RP6/1KB5 b - - 2 29,h8d8,1637
01gEg,r2r4/ppp2kp1/2P3bp/2P1p3/6P1/2P1KNnP/P7/RNB4R b - - 1 17,d8d3,1637
03FqH,2r2rk1/3p3p/4p2P/1p1b1qp1/3R3Q/6B1/1P3PP1/4R1K1 w - - 1 26,d4g4,1637
03K2X,2krq2r/ppp2N2/4p2p/6pQ/1bPnN1P1/8/PP3PP1/R4RK1 b - - 1 18,d4e2,1637
03zaB,rn6/1ppk2b1/p2p2p1/3P1rB1/3Q3p/P1N5/1PP3PP/R4RK1 b - - 4 22,g7d4,1637
045tt,6k1/p2q3p/4pppQ/3n4/3B4/r7/5PPP/2R3K1 w - - 3 29,d4c5,1637
00pYK,5rk1/1p2n1p1/p2b2r1/3q1pPQ/3Pp1P1/1P2B2R/P6P/5RK1 w - - 0 22,h5h7,1638
01pDW,2r3k1/1b1nbpp1/pq2p2p/1p1p4/1P1P1B2/PQ2PN2/5PPP/1BR3K1 w - - 0 18,c1c8,1638
022ib,2kr4/2p2pp1/8/1R2PP1p/6n1/8/1Q4PP/3q2BK b - - 1 28,d1g1,1638
01jUq,r5k1/pp4pp/4b2r/2B1qpQ1/8/4PP2/P4KP1/R1R5 w - - 1 28,c5d4,1639
01r7u,8/1p3pp1/p1k3p1/3nR3/3P4/Q5P1/P3KP1r/7q w - - 9 32,a3c5,1639
04oRS,rnq3k1/pb5r/1p1p1bnB/2p1p3/2P1P1P1/PP1P3B/3N1P2/R2QK2R w KQ - 2 19,g4g5,1639
02sJP,3rr1k1/3bppbp/pp1p4/3P2R1/P1P5/1PN3P1/1B1R2K1/8 w - - 1 32,c3e4,1640
03W5g,4r3/pp1n1r1k/6p1/2p5/2B2P2/1P2P1R1/PB1q3P/2R2K2 w - - 0 28,g3h3,1640
048Ge,r1bq1rk1/p1p2ppp/2p2n2/3p2B1/1b2P3/2NB4/PPP2PPP/R2Q1RK1 w - - 1 9,e4e5,1640
04c6u,4rr1k/6pp/Q7/1pp5/3p3q/P2P4/1PP1RPPP/4R1K1 b - - 3 25,h4f2,1640
04kFZ,r2qr1k1/ppp2p1p/5pPB/8/6Q1/2P5/P1p3PP/bN3K1R w - - 0 19,g6h7,1640
018R4,5rk1/rpp3pp/p2p1p2/3P2Qn/1PP2P2/P1N2P1q/7P/2R2RK1 w - - 0 21,g5g4,1641
02A8s,5k2/7p/3P2p1/1R6/8/7r/K7/8 w - - 0 43,b5b8,1641
00CMj,7R/8/8/6p1/2p1p1k1/2Pb3p/P4K2/8 b - - 4 71,e4e3,1642
00hxr,r4rk1/pp3pBp/4p3/3p2qB/Q1p5/2PbP3/PP1N1P1P/R3K2R b KQ - 0 15,g5h5,1642
03WTw,r3kb1r/ppq2pp1/2p1pn2/6N1/1P6/P4Q2/2PP1PPP/R1B1K2R b KQkq - 1 14,c7e5,1642
03vMK,1rq1b1k1/2p2ppp/3p4/8/3Q1PP1/1BB1n1rP/PPP2R1K/3R4 b - - 3 28,g3h3,1642
03h6T,r2rb2k/ppq4p/1np2NpQ/4Pp2/5P2/1P4P1/P5BP/2R2RK1 w - - 1 23,h6f8,1643
01J4m,r1b2q1k/1p4pp/4p3/2n2p2/p1BNn3/P1P4P/2Q2RP1/4R1K1 w - - 5 21,e1e4,1644
01iLZ,2r3k1/6pp/2b5/3R4/3P4/2R1P1BP/5P1K/1r6 b - - 3 34,b1h1,1644
034T9,r2q1rk1/ppp2ppp/1bn1b3/3n4/2BP4/1QN2N2/PP3PPP/R1B1R1K1 b - - 5 11,c6a5,1644
04Q6b,r7/7R/2p2k2/3p4/pp6/qP1Br3/P1P1N1R1/1K6 w - - 1 28,g2g6,1644
00Al5,2r3k1/p2B1pbp/1p2pnp1/n2p4/3P4/1Pr1P2P/P1QB1PP1/2R2RK1 b - - 0 19,c3c2,1645
00tgU,r4rk1/pbpp2p1/1p4Qp/3Nn3/3q1N2/3B4/PP3PPP/5RK1 w - - 5 20,d5e7,1645
015Di,r2k1bnr/p1pp1Bpp/1p6/4N1q1/3p4/2P5/PP2QPbP/RN2K2R w KQ - 2 10,e5c6,1645
03OSu,1nbk3r/5p1p/1Np2q2/p7/1b1p4/8/PP2N2P/R1KQ2R1 b - - 2 25,f6h6,1645
04oUz,r4rk1/p1pq2pp/2pb4/3p3Q/7p/1P2Pn2/PBPNKP2/R6R w - - 1 18,d2f3,1645
04z2u,r4rk1/pp3ppp/2bq4/8/3P4/1BQ1pPP1/PP2Nn1P/RN3RK1 b - - 1 19,c6f3,1645
05Ajc,r3k3/ppp2p1p/3p4/3N3Q/4P2b/3PB3/PPP2qrP/R2K3R b q - 5 16,f2c2,1645
03PDd,1k6/1pp5/p7/5q2/2P2Q2/3P2P1/6K1/8 b - - 0 40,f5f4,1646
044U6,5b2/6pk/1nN4p/2pP3b/2P1N3/1qB3Q1/5PP1/6K1 b - - 0 34,b3b1,1646
04XLJ,2kr3r/pp1n1pp1/4p1p1/2q5/5N2/2Q5/PPP3PP/2KR3R w - - 3 18,d1d7,1646
019R9,r4rk1/ppp2ppp/8/8/1P1P2nq/P1B1P2P/4NRPN/R2Q2K1 b - - 0 18,h4f2,1647
02Q9P,2k4r/pp2Rpp1/2p5/3p3q/1P1NbP2/2P3Q1/P6P/6K1 w - - 7 34,f4f5,1647
05874,2r1r1k1/pp3ppp/5b2/qP1pp3/2P5/P1nP2P1/2QN1P1P/1R2NRK1 w - - 0 20,d2b3,1647
00PvX,8/n7/P7/K2k4/P7/7P/5PP1/8 b - - 0 53,d5c5,1648
02BLF,3rr1k1/5p2/p2q2pB/1pp1p3/3n2Pb/3R2N1/PP1QB1PP/5RK1 b K - 0 23,d4e2,1648
02LPt,1kr5/5ppp/3rp3/p7/P1pN1q2/1RQ2P2/6PP/3R2K1 b - - 1 33,c4b3,1648
02LYC,5rk1/6rp/p1Q1q3/4N3/4PP2/2N4b/PPP3RP/R5K1 b - - 1 29,g7g2,1648
02a72,4R3/6Q1/2p5/7p/1P4nq/3P3P/2Pk1rP1/5RK1 b - - 1 35,f2f1,1648
053Un,2Q5/6kr/p7/3p4/2pP1q2/1P6/P4PP1/R1R2K2 b - - 2 32,h7h1,1648
00UOA,6k1/5p1p/4p1p1/p2p4/2rb1P2/P3B1P1/1P2R1KP/8 w - - 0 30,b2b3,1649
00XZR,8/2p5/p1n5/1pP1p2k/1P1p4/P2P3q/5P2/R4KR1 w - - 9 34,f1e2,1649
01olo,3r2k1/1pr1qpp1/2b1p1np/p3P3/Pn1N4/BB2R3/3Q1PPP/3R2K1 w - - 7 24,d4c6,1649
024CM,r3r1k1/pp3pp1/5Q1p/2b1q3/8/4PP1P/P2PKP2/6RR w - - 0 19,g1g7,1649
02j9c,r5k1/1p4pp/2b5/p7/5Q2/5p1P/q3B1P1/2R2K2 w - - 0 36,e2c4,1649
030M4,2k5/2pq1bb1/p2p3p/B1nP1p2/2PNr1p1/5N2/5PPP/1R1Q2K1 w - - 0 27,d4c6,1649
04972,rn1qk2r/p1p2ppp/1p1ppn2/3b4/5P2/2B2N2/PPP1Q1PP/2KR1B1R w kq - 2 10,c3f6,1649
00NUc,6k1/2P3pp/1P6/4b3/3p4/Br5P/4prP1/R5RK b - - 1 30,b3h3,1650
02GrY,2r2rk1/1p1b1ppp/p3p1n1/3pP3/P1q5/R4NP1/1B1Q1P1P/4KB1R b K - 6 20,c4e4,1650
00Nf5,r1bq1rk1/pp2bppp/2pp1n2/8/5P2/2N2N2/PBPPB1PP/R2Q1RK1 b - - 5 11,d8b6,1651
02xqj,2r1r1k1/pb3p1p/1p1q2p1/3nB3/2B1R3/2P4P/PPQ2PP1/3R2K1 b - - 0 20,e8e5,1651
048l9,2kr1r2/q2b4/1p1Q4/p2Pp3/4P3/P5P1/1P4BP/R6K w - - 2 27,a1c1,1651
00IF7,b3k2r/4bpp1/2q1p2p/1p1nP3/1Pp1N3/2P1B3/2B2PPP/3QR1K1 b k - 0 19,d5c3,1652
00JzT,8/7K/6p1/5p2/4p3/1k4P1/5P1P/8 b - - 2 44,g6g5,1652
01Zgj,r4r2/2p2pk1/p5p1/np2PB1Q/5q2/1P4R1/P4PPP/R5K1 b - - 0 28,f4g3,1652
039P4,8/8/p1q2ppQ/1p3k1p/1Pp2P2/P3PP2/6KP/8 b - - 1 36,c4c3,1652
0470w,8/6p1/4p3/2K1p3/1P5p/7P/4kPP1/8 b - - 1 36,e2f2,1652
00ccX,r4rk1/1p1b1pbp/p1pp2p1/8/2PNq3/1P1QP2P/PB3PP1/R2R2K1 b - - 0 19,e4d3,1653
00sHx,q5nr/1ppknQpp/3p4/1P2p3/4P3/B1PP1b2/B5PP/5K2 w k - 0 17,a2e6,1653
0150p,8/pp4k1/2b2pr1/3R4/PP1Q4/8/7P/7K b - - 0 31,g6g5,1653
01R8j,r6k/6pp/p7/Qp6/2b5/7P/Pq4P1/R3R2K b - - 0 28,c4d5,1653
02IO1,r4rk1/1ppbn1pp/p3p3/3p1pN1/3P1P2/P1BQPB2/1PP4q/2KR4 w - - 1 17,d1h1,1653
03HO5,4r1k1/ppQbRp1p/3P1p2/1q6/3P4/2P2P2/P5PP/6K1 w - - 2 21,c7d7,1653
048K1,r4k2/1b1Qr3/p1p1q3/1pPn4/P2P4/1B6/5PPP/R3R1K1 w - - 0 25,d7e6,1653
00wPZ,r1b2rk1/ppp2ppp/8/1B1p4/3bn3/5N2/PPP2qPP/RNBQR2K b - - 0 12,f2g1,1654
01i1O,3r2k1/pp3Q2/6p1/2q1p3/3b2b1/4B3/P5PP/1RR3K1 b - - 0 24,g8f7,1654
0346V,8/4k2p/4p2P/2Pb1pP1/3K4/8/8/8 w - - 2 38,g5g6,1654
04ncC,6rk/5p1n/3p1b2/5N2/2q1p1P1/1p5R/1P1Q1P1P/6K1 w - - 1 31,h3h7,1654
012kM,5r2/1pp4k/p1n1p2p/3p2Q1/3P2P1/2P2q2/PP3P2/1K3R1R b - - 5 31,f3d3,1655
0207Y,8/6p1/p1p1n2p/1p2Pk1K/8/P3R3/1PP5/8 b - - 0 40,e6f4,1655
